['', 'Yizeng Li', 'Update documentation']
['James Birkinshaw', 'Lana Chin', "Merge branch 'master' into FLW-working"]
['Lana Chin', 'James Birkinshaw', "Merge branch 'master' into FLW-working"]
['Lana Chin', 'James Birkinshaw', "Merge branch 'master' into FLW-working"]
['Lana Chin', 'James Birkinshaw', "Merge branch 'master' into FLW-working"]
['Lana Chin', 'James Birkinshaw', "Merge branch 'master' into FLW-working"]
['Lana Chin', 'Rebecca Agiewich', "Merge branch 'master' into v-lanac-staffhub-migration"]
['Lana Chin', 'Rebecca Agiewich', "Merge branch 'master' into v-lanac-staffhub-migration"]
['Lana Chin', 'Rebecca Agiewich', "Merge branch 'master' into v-lanac-staffhub-migration"]
['Langston Barrett', 'Benedikt Ahrens', "Merge branch 'master' into pb-inverse-image"]
['Langston Barrett', 'Benedikt Ahrens', "Merge branch 'master' into pb-inverse-image"]
['Benedikt Ahrens', 'Mario Román', "Merge branch 'master' into monoidal-is-bicategory"]
['Lars Gohr', 'Lars', 'Update to release']
['L4rS6', 'Megan Wilhite', "Merge branch 'develop' into fix-zpool-present-test-run/2019.2"]
['L4rS6', 'Megan Wilhite', "Merge branch 'develop' into fix-zpool-present-test-run/2019.2"]
['L4rS6', 'Megan Wilhite', "Merge branch 'develop' into fix-zpool-present-test-run/2019.2"]
['Facundo Arca', 'Azul', "Merge remote-tracking branch 'origin/develop' into develop"]
['Matt Savoie', 'Lauren Frederick', "Merge branch 'master' into CUMULUS-666-remove-prototype"]
['Laurent Gil', 'Irina Armean', "Merge branch 'postreleasefix/96'"]
['Laurent Mignon (ACSONE)', 'acsone-git-bot', 'addons symlinks']
['Lavrinok', 'Mykhailo Fediv', "Merge branch 'BorisReview' of https://github.com/Nufunello/EasyPayTests into BorisReview"]
['Hactieuho96', 'hactieuho96', 'First commit']
['Hactieuho96', 'hactieuho96', 'First commit']
['Leana', 'Faisalffb', 'Merge pull request #1 from Riyadh-Part-Time-Courses/master\n\ntest']
['Leana', 'asrar1991', 'Merge pull request #1 from Riyadh-Part-Time-Courses/master\n\ntest']
['Leana', 'aladdafi', 'Merge pull request #1 from Riyadh-Part-Time-Courses/master\n\ntest']
['abdullmajeed22', 'sul23tana', 'Merge pull request #1 from Riyadh-Part-Time-Courses/master\n\nw3']
['Faisalffb', 'asrar1991', 'Merge pull request #1 from Riyadh-Part-Time-Courses/master\n\ntest']
['Faisalffb', 'aladdafi', 'Merge pull request #1 from Riyadh-Part-Time-Courses/master\n\ntest']
['asrar1991', 'aladdafi', 'Merge pull request #1 from Riyadh-Part-Time-Courses/master\n\ntest']
['Lee Zong Wei', 'tan jun rong', "Merge branch 'SaveSystem' of https://github.com/MechaCondor/MallMogul into SaveSystem"]
['Lee Zong Wei', 'tan jun rong', "Merge branch 'SaveSystem' of https://github.com/MechaCondor/MallMogul into SaveSystem"]
['Lemon', 'Gatare Libère', "Merge branch 'master' into master"]
['Lemon', 'Wes Bos', "Merge branch 'master' into master"]
['Lemon', 'Gatare Libère', "Merge branch 'master' into master"]
['Gatare Libère', 'Wes Bos', "Merge branch 'master' into master"]
['Wes Bos', 'Gatare Libère', "Merge branch 'master' into master"]
['Gatare Libère', 'yevhen orlov', "Merge branch 'master' into patch-1"]
['Len', 'FusionPBX', 'Update {$mac}.xml']
['LeoSilvaGomes', 'Leonardo da Silva Gomes', 'Update README.md']
['Leon Montealegre', 'Rylan G', "Merge branch 'RefactorBranch' of https://github.com/OpenCircuits/OpenCircuits into RefactorBranch"]
['Rylan G', 'Leon Montealegre', "Merge branch 'RefactorBranch' of https://github.com/OpenCircuits/OpenCircuits into RefactorBranch"]
['Leon Romanovsky', 'Jason Gunthorpe', 'Re: [PATCH] RDMA/hns: Fix build error for hip08']
['Leonardo Barros', 'marcelabc', 'LPS-87616 Update GraphQL schema']
['Leonardo Barros', 'marcelabc', 'LPS-87616 Add GraphQL data fetchers']
['Leonardo Bras', 'Michal Hocko', 'Re: [PATCH 1/1] mm/memory_hotplug: Adds option to hot-add memory in\n ZONE_MOVABLE']
['Basileus4', 'dubinsky', 'Commit and push generated changes']
['Basileus4', 'michaelko58', 'Commit and push generated changes']
['Basileus4', 'dubinsky', 'Commit and push generated changes']
['Basileus4', 'michaelko58', 'Commit and push generated changes']
['Basileus4', 'Leonid Dubinsky', 'Update 279.xml']
['Basileus4', 'dubinsky', 'Commit and push generated changes']
['Basileus4', 'michaelko58', 'Commit and push generated changes']
['dubinsky', 'Basileus4', 'Commit and push generated changes']
['dubinsky', 'michaelko58', 'Commit and push generated changes']
['dubinsky', 'Basileus4', 'Commit and push generated changes']
['Basileus4', 'michaelko58', 'Commit and push generated changes']
['michaelko58', 'Basileus4', 'Commit and push generated changes']
['limbergivo', 'Lesley Forn', "Merge branch 'development' of github.com:ministrare/bDayProject into development"]
['limbergivo', 'Lesley Forn', "Merge branch 'development' of github.com:ministrare/bDayProject into development"]
['Li Zhang', 'Weiwei Huang', "Merge branch 'add_contrast_restapi_vivi' into refactor"]
['Li Zhang', 'Weiwei Huang', "Merge branch 'add_contrast_restapi_vivi' into refactor"]
['Li Zhang', 'Weiwei Huang', "Merge branch 'add_contrast_restapi_vivi' into refactor"]
['Li Zhang', 'Weiwei Huang', "Merge branch 'add_contrast_restapi_vivi' into refactor"]
['Li Zhang', 'Weiwei Huang', "Merge branch 'add_contrast_restapi_vivi' into refactor"]
['Li Zhang', 'Weiwei Huang', "Merge branch 'add_contrast_restapi_vivi' into refactor"]
['Li Zhang', 'Weiwei Huang', "Merge branch 'add_contrast_restapi_vivi' into refactor"]
['Li Zhang', 'Weiwei Huang', "Merge branch 'add_contrast_restapi_vivi' into refactor"]
['Lidiia92', 'Travis Simpson', "Merge branch 'master' into creating-tables"]
['Ligia Abril', 'aliaa115', '..']
['Matt Goldenberg', 'LindaLinsefors', "Merge branch 'master' of ssh://codeserver.dev.7ec68fa9-fd34-4a07-9e38-2ddde13dcfca.drush.in:2222/~/repository"]
['LindaLinsefors', 'Matt Goldenberg', "Merge branch 'master' of ssh://codeserver.dev.7ec68fa9-fd34-4a07-9e38-2ddde13dcfca.drush.in:2222/~/repository"]
['Lindsay E Campbell', 'Dan Morales', "Merge branch 'master' into LindsayBranch"]
['LinnMaungThant', 'colzez', 'Updating connect']
['LinnMaungThant', 'colzez', 'Updating connect']
['colzez', 'LinnMaungThant', 'Updating connect']
['colzez', 'LinnMaungThant', 'Updating connect']
['LinnMaungThant', 'colzez', 'Updating connect']
['colzez', 'LinnMaungThant', 'Updating connect']
['KyawMinKhant', 'Kyaw Min Khant', 'Adding Travis Job Stages']
['KyawMinKhant', 'Kyaw Min Khant', 'Adding Travis Job Stages']
['Christian Brauner', 'Mickaël Salaün', 'Re: [PATCH v2 1/5] fs: Add support for an O_MAYEXEC flag on\n sys_open()']
['Linus Walleij', 'Phil Elwell', 'Re: Multiple SPI MCP23S17s sharing a CS line']
['shaed-parkar', 'RocheL', "Merge branch 'master' into feature/VIH-4707"]
['shaed-parkar', 'RocheL', "Merge branch 'master' into feature/VIH-4707"]
['shaed-parkar', 'RocheL', "Merge branch 'master' into feature/VIH-4707"]
['shaed-parkar', 'RocheL', "Merge branch 'master' into feature/VIH-4707"]
['Liqianyu', 'ChenYCL', 'Update end.js']
['Litlou23', 'Lucius Smart III', 'Test']
['Liu', 'lixuehe', '修改了bb.txt']
['Liu Lantao', 'Microsoft Workers', "Merge branch 'master' into signed-Lax"]
['Liu Lantao', 'Microsoft Workers', "Merge branch 'master' into signed-Lax"]
['zp', 'dlt1111', "Merge branch 'master' of https://github.com/edp963/wormhole"]
['Richard Demo Souza', 'brunozimpel', "Merge branch 'master' of https://github.com/eel7515/rssf-iot"]
['Richard Demo Souza', 'brunozimpel', "Merge branch 'master' of https://github.com/eel7515/rssf-iot"]
['Live session user', 'Ricardo Soares de Lima', "Merge branch 'master' into bitmapFonts"]
['RaniArraf', 'rhodeendavies', 'Update script.js']
['RaniArraf', 'rhodeendavies', 'Update script.js']
['RaniArraf', 'rhodeendavies', 'Update script.js']
['RaniArraf', 'rhodeendavies', 'Update script.js']
['RaniArraf', 'rhodeendavies', 'Update script.js']
['RaniArraf', 'rhodeendavies', 'Update script.js']
['RaniArraf', 'rhodeendavies', 'Update script.js']
['RaniArraf', 'rhodeendavies', 'Update script.js']
['Michiel Langen', 'larsvandriel', "Merge branch 'improvement/viewsFirst' of https://github.com/Tournamanager/webApp into improvement/viewsFirst"]
['chf3kl9', 'Lloyd van Zaalen', "Merge branch 'master' into enhancement/user-info/46"]
['larsvandriel', 'Michiel Langen', "Merge branch 'improvement/viewsFirst' of https://github.com/Tournamanager/webApp into improvement/viewsFirst"]
['中込和輝', 'Local kanno tatsuki', '【マージ】+nakagomi']
['Loic CHETY', 'Dormin', 'wip']
['Loic CHETY', 'Dormin', 'wip']
['Dormin', 'Loic CHETY', 'wip']
['Dormin', 'Loic CHETY', 'wip']
['Dormin', 'Loic CHETY', 'wip']
['Dormin', 'Loic CHETY', 'wip']
['Lonami', 'cfsamson', "Merge branch 'master' into master"]
['LongBros', 'ZhaoChengong', '1']
['Looker Analytics', 'Christopher Schmidt', 'Initial commit']
['Loren JOUAN', 'NM', "Merge branch 'master' of https://github.com/Mimidna/ProjetWebRIL18Nantes"]
['Lorna Evans', 'DavidLRowe', "Merge branch 'master' into basic_kbdbhc"]
['LoryLeticee', 'Romain Moko', "Merge branch 'master' of https://github.com/romainmaucot/ipssi-sf-tp"]
['charlesdlrsa', 'alixmld', 'Update README.md']
['charlesdlrsa', 'alixmld', 'Update README.md']
['alixmld', 'charlesdlrsa', 'Update README.md']
['alixmld', 'charlesdlrsa', 'Update README.md']
['alixmld', 'charlesdlrsa', 'Update README.md']
['alixmld', 'charlesdlrsa', 'Update README.md']
['alixmld', 'charlesdlrsa', 'Update README.md']
['alixmld', 'charlesdlrsa', 'Update README.md']
['alixmld', 'charlesdlrsa', 'Update README.md']
['alixmld', 'charlesdlrsa', 'Update README.md']
['alixmld', 'charlesdlrsa', 'Update README.md']
['alixmld', 'charlesdlrsa', 'Update README.md']
['alixmld', 'charlesdlrsa', 'Update README.md']
['Louis Roselian', 'Clockworker', 'Better formatting of startup. Added LogInfo class.']
['Louis Roselian', 'Clockworker', 'Better formatting of startup. Added LogInfo class.']
['Louis Roselian', 'Clockworker', 'Better formatting of startup. Added LogInfo class.']
['Louis Roselian', 'Clockworker', 'Better formatting of startup. Added LogInfo class.']
['Chari-zard', 'Jay Chen', 'Update 3.1.md']
['Chari-zard', 'Jay Chen', 'Update 3.1.md']
['Lu Han', 'Tom Laird-McConnell', "Merge branch '4.Future' into luhan/fixDialogStack-"]
['Lu Han', 'Tom Laird-McConnell', "Merge branch '4.Future' into luhan/fixDialogStack-"]
['Lu Han', 'Tom Laird-McConnell', "Merge branch '4.Future' into luhan/fixDialogStack-"]
['Lu Han', 'Tom Laird-McConnell', "Merge branch '4.Future' into luhan/fixDialogStack-"]
['Lu Han', 'Tom Laird-McConnell', "Merge branch '4.Future' into luhan/fixDialogStack-"]
['Lu Han', 'Tom Laird-McConnell', "Merge branch '4.Future' into luhan/fixDialogStack-"]
['Lu Han', 'Tom Laird-McConnell', "Merge branch '4.Future' into luhan/fixDialogStack-"]
['Lu Han', 'Tom Laird-McConnell', "Merge branch '4.Future' into luhan/fixDialogStack-"]
['Lu Han', 'Tom Laird-McConnell', "Merge branch '4.Future' into qika/http"]
['Lu Han', 'Tom Laird-McConnell', "Merge branch '4.Future' into qika/http"]
['Lu Han', 'Tom Laird-McConnell', "Merge branch '4.Future' into luhan/fixDialogStack-"]
['Lu Han', 'Tom Laird-McConnell', "Merge branch '4.Future' into luhan/fixDialogStack-"]
['Lu Han', 'Tom Laird-McConnell', "Merge branch '4.Future' into luhan/fixDialogStack-"]
['Lu Han', 'Tom Laird-McConnell', "Merge branch '4.Future' into luhan/fixDialogStack-"]
['Lu Han', 'Tom Laird-McConnell', "Merge branch '4.Future' into qika/http"]
['Lu Han', 'Tom Laird-McConnell', "Merge branch '4.Future' into qika/http"]
['Tom Laird-McConnell', 'Lu Han', "Merge branch '4.Future' into qika/http"]
['Lu Han', 'Tom Laird-McConnell', "Merge branch '4.Future' into qika/http"]
['Void_Null', 'LuXu', 'Translated using Weblate (Chinese (Simplified))\n\nCurrently translated at 81.0% (17 of 21 strings)\n\nTranslation: LXQt/LXQt Sudo\nTranslate-URL: https://weblate.lxqt.org/projects/lxqt/lxqt-sudo/zh_CN/']
['Luca Fedeli', 'Luca', "Merge remote-tracking branch 'upstream/dev' into classical_radiation_reaction"]
['Luca Fedeli', 'Luca', "Merge remote-tracking branch 'upstream/dev' into classical_radiation_reaction"]
['Luca', 'Luca Fedeli', "Merge remote-tracking branch 'upstream/dev' into classical_radiation_reaction"]
['Luca', 'Luca Fedeli', "Merge remote-tracking branch 'upstream/dev' into classical_radiation_reaction"]
['Luca Garbelli', 'DESKTOP-HBM023S\\Davide', "Merge branch 'develop' into DesignTest_v2"]
['Igor Dalepiane', 'Lucas', "Merge remote-tracking branch 'origin/pagInicial' into pagInicial"]
['Lucas', 'Igor Dalepiane', "Merge remote-tracking branch 'origin/pagInicial' into pagInicial"]
['Simon Byrne', 'Lucas C Wilcox', "Merge branch 'master' into lcw/filter"]
['Simon Byrne', 'Lucas C Wilcox', "Merge branch 'master' into lcw/filter"]
['Rouzbeh Delavari', 'Uldis Barbans', 'fix failing tests']
['luchaos', 'Lucas Seinfeld', 'cleanup']
['luchaos', 'Lucas Seinfeld', 'cleanup']
['Dylan Plummer', 'Spwizzard', "Merge branch 'master' of https://github.com/cwruRobotics/NASA-RMC-2019"]
['Dylan Plummer', 'AdamC19', "Merge branch 'master' of https://github.com/cwruRobotics/NASA-RMC-2019"]
['Dylan Plummer', 'Spwizzard', "Merge branch 'master' of https://github.com/cwruRobotics/NASA-RMC-2019"]
['Dylan Plummer', 'Spwizzard', "Merge branch 'master' of https://github.com/cwruRobotics/NASA-RMC-2019"]
['Dylan Plummer', 'AdamC19', "Merge branch 'master' of https://github.com/cwruRobotics/NASA-RMC-2019"]
['Dylan Plummer', 'Spwizzard', "Merge branch 'master' of https://github.com/cwruRobotics/NASA-RMC-2019"]
['Spwizzard', 'AdamC19', "Merge branch 'master' of https://github.com/cwruRobotics/NASA-RMC-2019"]
['AdamC19', 'Spwizzard', "Merge branch 'master' of https://github.com/cwruRobotics/NASA-RMC-2019"]
['Ludovico Pinzari', 'Victor Zhang', "Merge branch 'master' of https://github.com/rashidabengali/sei33-homework"]
['Ludovico Pinzari', 'AJ', "Merge branch 'master' of https://github.com/rashidabengali/sei33-homework"]
['Victor Zhang', 'AJ', "Merge branch 'master' of https://github.com/rashidabengali/sei33-homework"]
['Victor Zhang', 'Ludovico Pinzari', "Merge branch 'master' of https://github.com/rashidabengali/sei33-homework"]
['AJ', 'Ludovico Pinzari', "Merge branch 'master' of https://github.com/rashidabengali/sei33-homework"]
['KubenKoder', 'James Fox', "Merge branch 'master' into patch-1"]
['KubenKoder', 'TiertoMeister', "Merge branch 'master' into patch-1"]
['KubenKoder', 'TiertoMeister', "Merge branch 'master' into patch-1"]
['James Fox', 'TiertoMeister', "Merge branch 'master' into patch-1"]
['James Fox', 'KubenKoder', "Merge branch 'master' into patch-1"]
['James Fox', 'TiertoMeister', "Merge branch 'master' into patch-1"]
['James Fox', 'KubenKoder', "Merge branch 'master' into patch-1"]
['TiertoMeister', 'KubenKoder', "Merge branch 'master' into patch-1"]
['TiertoMeister', 'KubenKoder', "Merge branch 'master' into patch-1"]
['KubenKoder', 'TiertoMeister', "Merge branch 'master' into patch-1"]
['TiertoMeister', 'KubenKoder', "Merge branch 'master' into patch-1"]
['rabujev', 'scalajeremy', "Merge branch 'dev' of github.com:rabujev/blog-php into dev"]
['rabujev', 'scalajeremy', "Merge branch 'dev' of github.com:rabujev/blog-php into dev"]
['scalajeremy', 'rabujev', "Merge branch 'dev' of github.com:rabujev/blog-php into dev"]
['scalajeremy', 'rabujev', "Merge branch 'dev' of github.com:rabujev/blog-php into dev"]
['Luis Fernando Planella Gonzalez', 'Andrés Meyer', "Merge branch 'master' of github.com:cyclosproject/cyclos4-ui"]
['Luis v.d.Eltz', 'Dariusz Komosiński', "Merge branch 'master' into fix-TargetNullValue-xaml"]
['Luis v.d.Eltz', 'Dariusz Komosiński', "Merge branch 'master' into fix-TargetNullValue-xaml"]
['LuizHPO', 'Luiz dePaula', '.']
['Jared Novack', 'Lukas Gächter', "Merge branch 'master' into docs/term"]
['Jared Novack', 'Lukas Gächter', "Merge branch 'master' into docs/term"]
['Jared Novack', 'Lukas Gächter', "Merge branch 'master' into docs/term"]
['Jared Novack', 'Lukas Gächter', "Merge branch 'master' into docs/term"]
['Jared Novack', 'Lukas Gächter', "Merge branch 'master' into docs/term"]
['Jared Novack', 'Lukas Gächter', "Merge branch 'master' into docs/term"]
['Jared Novack', 'Lukas Gächter', "Merge branch 'master' into docs/term"]
['Jared Novack', 'Lukas Gächter', "Merge branch 'master' into docs/term"]
['Lukas Gächter', 'Jared Novack', "Merge branch 'master' into docs/term"]
['Lukas Gächter', 'Jared Novack', "Merge branch 'master' into docs/term"]
['Lukas Holota', 'LH', 'Standard config based image']
['Lukas Wunner', 'Mark Brown', 'Re: [PATCH v2 00/10] Speed up SPI simplex transfers on Raspberry Pi']
['Łukasz', 'Lukasz Romanowicz', "Merge branch 'develop' into feature/hotjar-ingtegration"]
['Lukasz Romanowicz', 'Łukasz', "Merge branch 'develop' into feature/hotjar-ingtegration"]
['Angelica Zubieta', 'Lydia Rodrigues', '[Aula1] Revisão Array e Object']
['StevenGreen1', 'Steven Green', 'Update version and change log.']
['Aman Bhardwaj', 'Lynn Orrell', "Merge branch 'master' into master"]
['Aman Bhardwaj', 'Mark Fussell', "Merge branch 'master' into master"]
['Aman Bhardwaj', 'Lynn Orrell', "Merge branch 'master' into master"]
['Aman Bhardwaj', 'Mark Fussell', "Merge branch 'master' into master"]
['Aman Bhardwaj', 'Lynn Orrell', "Merge branch 'master' into master"]
['Aman Bhardwaj', 'Mark Fussell', "Merge branch 'master' into master"]
['Lynn Orrell', 'Mark Fussell', "Merge branch 'master' into master"]
['Zeyao Du', 'Duzeyao', 'swap optimizer.step and scheduler.step']
['Brent W. Peterson', 'Jeff Matthews', "Merge branch 'master' into patch-2"]
['Lê Hải Sơn', 'Le Hai Son', 'update etcdregister']
['M91406', 'manngg67', "Merge branch 'pwer_control_os_upgrade' of https://github.com/areiter128/USB-PD-BoB into pwer_control_os_upgrade"]
['M91406', 'manngg67', "Merge branch 'pwer_control_os_upgrade' of https://github.com/areiter128/USB-PD-BoB into pwer_control_os_upgrade"]
['Przemysław Biecek', 'JacekMaksymiuk', 'Update README.md']
['lanjinsheng', 'zhouwei1985', "Merge remote-tracking branch 'origin/develop' into develop"]
['zhouwei1985', 'lanjinsheng', "Merge remote-tracking branch 'origin/develop' into develop"]
['Pepo', 'Martin Pavlov', "Merge branch 'master' into mkirova/change-events"]
['Pepo', 'Martin Pavlov', "Merge branch 'master' into mkirova/change-events"]
['Pepo', 'Martin Pavlov', "Merge branch 'master' into mkirova/change-events"]
['Maya', 'Stamen Stoychev', "Merge branch '8.2.x' into mkirova/impr-perf-8.2.x"]
['Maya', 'Stamen Stoychev', "Merge branch '8.2.x' into mkirova/impr-perf-8.2.x"]
['Maya', 'Zdravko Kolev', "Merge branch '8.2.x' into mkirova/impr-perf-8.2.x"]
['Stamen Stoychev', 'Zdravko Kolev', "Merge branch '8.2.x' into mkirova/impr-perf-8.2.x"]
['Stamen Stoychev', 'Zdravko Kolev', "Merge branch '8.2.x' into mkirova/impr-perf-8.2.x"]
['Konstantin Dinev', 'Stefan Stoyanov', "Merge branch 'master' into sstoyanov/bug-fix-4112"]
['Stefana Andreeva', 'Svetla Boykova', "Merge branch '7.2.x' into SAndreeva/date-picker-scroll"]
['Radoslav Karaivanov', 'Konstantin Dinev', "Merge branch 'master' into mkirova/fix-5039-master"]
['Radoslav Karaivanov', 'Konstantin Dinev', "Merge branch 'master' into mkirova/fix-5039-master"]
['Radoslav Karaivanov', 'Konstantin Dinev', "Merge branch 'master' into mkirova/fix-5039-master"]
['Stamen Stoychev', 'Konstantin Dinev', "Merge branch 'master' into mkirova/fix-3938"]
['Milko Venkov', 'Todor Paskalev', "Merge branch 'master' into mvenkov/open-toggle-with-same-id-when-there-is-any"]
['Milko Venkov', 'Todor Paskalev', "Merge branch 'master' into mvenkov/open-toggle-with-same-id-when-there-is-any"]
['AcatalepticM', 'gulho', 'Basic User registration, login/validation']
['MPopov', 'Simeon Simeonoff', "Merge branch '7.2.x' into button-group-refactoring"]
['MPopov', 'Konstantin Dinev', "Merge branch '7.2.x' into button-group-refactoring"]
['MPopov', 'Konstantin Dinev', "Merge branch '7.2.x' into button-group-refactoring"]
['MPopov', 'Konstantin Dinev', "Merge branch '7.2.x' into button-group-refactoring"]
['MPopov', 'Simeon Simeonoff', "Merge branch '7.2.x' into button-group-refactoring"]
['MPopov', 'Konstantin Dinev', "Merge branch '7.2.x' into button-group-refactoring"]
['MPopov', 'Konstantin Dinev', "Merge branch '7.2.x' into button-group-refactoring"]
['MPopov', 'Konstantin Dinev', "Merge branch '7.2.x' into button-group-refactoring"]
['Simeon Simeonoff', 'Konstantin Dinev', "Merge branch '7.2.x' into button-group-refactoring"]
['Simeon Simeonoff', 'Konstantin Dinev', "Merge branch '7.2.x' into button-group-refactoring"]
['Simeon Simeonoff', 'Konstantin Dinev', "Merge branch '7.2.x' into button-group-refactoring"]
['Lars', 'Engel Hamer', "Merge branch 'develop' into bugfix/username-char-limit"]
['Lars', 'Engel Hamer', "Merge branch 'develop' into bugfix/username-char-limit"]
['Engel Hamer', 'Lars', "Merge branch 'develop' into bugfix/username-char-limit"]
['Engel Hamer', 'Lars', "Merge branch 'develop' into bugfix/username-char-limit"]
['Engel Hamer', 'Lars', "Merge branch 'develop' into bugfix/username-char-limit"]
['Lars', 'Engel Hamer', "Merge branch 'develop' into bugfix/username-char-limit"]
['Lars', 'Engel Hamer', "Merge branch 'develop' into bugfix/username-char-limit"]
['Lars', 'Engel Hamer', "Merge branch 'develop' into bugfix/username-char-limit"]
['Muhammad Ahmed Abbasi', 'Mabdulah', "Merge branch 'master' of https://github.com/lbsoft-tech/awria"]
['Muhammad Ahmed Abbasi', 'Mabdulah', "Merge branch 'master' of https://github.com/lbsoft-tech/awria"]
['Aaron Joseph', 'Ariel Webb', 'test']
['Aaron Joseph', 'Ariel Webb', 'test']
['Aaron Joseph', 'Ariel Webb', 'test']
['Nick Miner', 'Madison Lawton', "Merge branch 'develop' of https://github.com/MinerNJ/virtual-pet into develop"]
['Nick Miner', 'Madison Lawton', "Merge branch 'develop' of https://github.com/MinerNJ/virtual-pet into develop"]
['Madnessbox', 'Alexander Lövberg', "Merge branch 'master' into Alex"]
['Madnessbox', 'Alexander Lövberg', "Merge branch 'master' into Alex"]
['Malte Mårtensgård Klüft', 'Mafrans', 'version checking']
['Malte Mårtensgård Klüft', 'Mafrans', 'version checking']
['Morteza Tavanarad', 'Ashkan', "Merge branch 'dev' into morteza/build"]
['Morteza Tavanarad', 'Ashkan', "Merge branch 'dev' into last-digit-stats-fix"]
['suniara', 'simon bradley', "Merge branch 'master' into DFC-7788-WhoIsCourseForErrorMessage"]
['Moustafa Nader', 'YoussraYoussef', "Merge branch 'master' into fib"]
['Looker Analytics', 'Maire Newton', "Merge branch 'master' of git@github.com:mairenewton/data_analyst_bootcamp.git into dev-maire-newton-2x8s"]
['Looker Analytics', 'Maire Newton', "Merge branch 'master' of git@github.com:mairenewton/data_analyst_bootcamp.git into dev-maire-newton-2x8s"]
['KrisztianBatori', 'benciitoo', "Merge branch 'master' of https://github.com/KrisztianBatori/GitWorkshop"]
['Makar', 'makar', "Merge remote-tracking branch 'origin/dev' into third-party-devices"]
['Makar', 'makar', "Merge remote-tracking branch 'origin/dev' into third-party-devices"]
['Mac McDell', 'Malcolm Mcdell', "Merge branch 'develop' into mac/microsites"]
['Manas Vegi', 'kelvinnharris', 'Update user guide']
['Manash Goswami', 'manashgoswami', 'Update README-ONNXRUNTIME-OpenVINO.md']
['Manash Goswami', 'manashgoswami', 'Update README-ONNXRUNTIME-OpenVINO.md']
['Manash Goswami', 'manashgoswami', 'Update README-ONNXRUNTIME-OpenVINO.md']
['Manash Goswami', 'manashgoswami', 'Update README-ONNXRUNTIME-OpenVINO.md']
['Manash Goswami', 'manashgoswami', 'Update README-ONNXRUNTIME-OpenVINO.md']
['Manash Goswami', 'manashgoswami', 'Update README-ONNXRUNTIME-OpenVINO.md']
['Manash Goswami', 'manashgoswami', 'Update README-ONNXRUNTIME-OpenVINO.md']
['Manny', 'Jeroen', "Merge branch 'master' into manny"]
['Laurent Bossavit', 'Mauko Quiroga', 'Met à jour la version']
['Laurent Bossavit', 'sandcha', 'Met à jour la version']
['Mauko Quiroga', 'sandcha', 'Met à jour la version']
['Manuel Demmeler', 'kildschrote', '.']
['Manuel Demmeler', 'kildschrote', '.']
['Manuel Demmeler', 'kildschrote', '.']
['Manuel Demmeler', 'kildschrote', '.']
['Manuel Demmeler', 'kildschrote', '.']
['kildschrote', 'Manuel Demmeler', '.']
['kildschrote', 'Manuel Demmeler', '.']
['kildschrote', 'Manuel Demmeler', '.']
['kildschrote', 'Manuel Demmeler', '.']
['kildschrote', 'Manuel Demmeler', '.']
['Maor Sagi', 'Aviv Maimon', 'merge with master']
['Mar Wit', 'peperov', 'astyle changes']
['Franck Nijhof', 'Paulus Schoutsen', "Merge branch 'current' into next"]
['root', 'Ihar Hrachyshka', 'make deps-update\n\nSigned-off-by: Ihar Hrachyshka <ihrachys@redhat.com>']
['Marc Zyngier', 'Sudeep Holla', 'Re: [PATCH v5 3/3] hwrng: add mtk-sec-rng driver']
['Linus Walleij', 'Geert Uytterhoeven', 'Re: [PATCH v3 6/7] docs: gpio: Add GPIO Aggregator/Repeater documentation']
['davidweichiang', 'Daniel Gildea', "Merge branch 'static-rewrite' of https://github.com/acl-org/acl-anthology into static-rewrite"]
['Marcelo', 'René Suazo', "Merge remote-tracking branch 'origin/rene' into rene"]
['Marcelo', 'René Suazo', "Merge remote-tracking branch 'origin/rene' into rene"]
['liveshare', 'Jelle Herold', 'liveshare']
['Sean Hamilton', 'Sean', 'chore(release): update release notes']
['Sean Hamilton', 'Sean', 'chore(release): update release notes']
['Kumar Vivek', 'Matt Peart', "Merge branch 'live' into live"]
['Marco Gibertini', 'Jonathan Yates', "Merge branch 'develop' of https://github.com/wannier-developers/wannier90 into develop"]
['Kunzisoft', 'Swann Martinet', 'Translated using Weblate (French)\n\nCurrently translated at 100.0% (377 of 377 strings)\n\nTranslation: KeePass DX/Strings\nTranslate-URL: https://hosted.weblate.org/projects/keepass-dx/strings/fr/']
['Marco Tijbout', 'MTijbout', 'updates']
['Marco Trevisan (Treviño)', 'Iain Lane', 'Update changelog']
['Marco Trevisan (Treviño)', 'Iain Lane', 'Update changelog']
['Marco Trevisan (Treviño)', 'Iain Lane', 'Update changelog']
['Marco Trevisan (Treviño)', 'Iain Lane', 'Update changelog']
['MarcoAniCosta', 'Marco Nafafe', 'trending responsive change']
['Marek Reinhold', 'martin.kokser', "Merge remote-tracking branch 'origin/develop' into develop"]
['MargVander', 'Margaux', "Merge branch 'master' into issue/3_category_index"]
['Denis', 'Aleksandr Kulikov', "Merge branch 'development' into listFoundDog"]
['3ech7oul', 'TinGimranov', "Merge branch 'master' into master"]
['EkaKushnareva', 'Asta Kovrova', 'Update README.md']
['EkaKushnareva', 'Vladimir Polkhovtsev', 'Update README.md']
['EkaKushnareva', 'Daria Kokareva', 'Update README.md']
['EkaKushnareva', 'Victoria Latynina', 'Update README.md']
